end_time_s,fk_plots_id,time_stamp,art_to_check,begin_time_s,low_freq_hz,high_freq_hz,species_code,common_name,confidence,art_deutsch,path,plot_info,total_time,id_seq
30,12_SF,2021-04-27T04:21:00Z,Kleinspecht,22,150,12000,woowar,Wood Warbler,0.0228,Waldlaubsänger,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_12_SF\20210427_042100.WAV,12_SF 2021-04-27 04:21:00,13,28
195,03_NW,2021-04-27T04:38:00Z,Kleinspecht,187,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8242,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_3_NW\20210427_043800.WAV,03_NW 2021-04-27 04:38:00,13,29
195,03_NW,2021-04-27T04:38:00Z,Kleinspecht,187,150,12000,grswoo,Great Spotted Woodpecker,0.5676,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_3_NW\20210427_043800.WAV,03_NW 2021-04-27 04:38:00,13,29
195,03_NW,2021-04-27T04:38:00Z,Kleinspecht,187,150,12000,whbwoo1,White-backed Woodpecker,0.2159,Weißrückenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_3_NW\20210427_043800.WAV,03_NW 2021-04-27 04:38:00,13,29
195,03_NW,2021-04-27T04:38:00Z,Kleinspecht,187,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.0779,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_3_NW\20210427_043800.WAV,03_NW 2021-04-27 04:38:00,13,29
195,03_NW,2021-04-27T04:38:00Z,Kleinspecht,187,150,12000,miswoo1,Middle Spotted Woodpecker,0.0715,Mittelspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_3_NW\20210427_043800.WAV,03_NW 2021-04-27 04:38:00,13,29
195,06_SF,2021-04-27T04:38:00Z,Kleinspecht,187,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8242,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_6_SF\20210427_043800.WAV,06_SF 2021-04-27 04:38:00,13,30
195,06_SF,2021-04-27T04:38:00Z,Kleinspecht,187,150,12000,grswoo,Great Spotted Woodpecker,0.5676,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_6_SF\20210427_043800.WAV,06_SF 2021-04-27 04:38:00,13,30
195,06_SF,2021-04-27T04:38:00Z,Kleinspecht,187,150,12000,whbwoo1,White-backed Woodpecker,0.2159,Weißrückenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_6_SF\20210427_043800.WAV,06_SF 2021-04-27 04:38:00,13,30
195,06_SF,2021-04-27T04:38:00Z,Kleinspecht,187,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.0779,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_6_SF\20210427_043800.WAV,06_SF 2021-04-27 04:38:00,13,30
195,06_SF,2021-04-27T04:38:00Z,Kleinspecht,187,150,12000,miswoo1,Middle Spotted Woodpecker,0.0715,Mittelspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_6_SF\20210427_043800.WAV,06_SF 2021-04-27 04:38:00,13,30
87,07_SF,2021-04-28T04:04:00Z,Kleinspecht,79,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8319,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_7_SF\20210428_040400.WAV,07_SF 2021-04-28 04:04:00,13,31
87,07_SF,2021-04-28T04:04:00Z,Kleinspecht,79,150,12000,grswoo,Great Spotted Woodpecker,0.3177,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_7_SF\20210428_040400.WAV,07_SF 2021-04-28 04:04:00,13,31
87,07_SF,2021-04-28T04:04:00Z,Kleinspecht,79,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.1433,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_7_SF\20210428_040400.WAV,07_SF 2021-04-28 04:04:00,13,31
87,07_SF,2021-04-28T04:04:00Z,Kleinspecht,79,150,12000,whbwoo1,White-backed Woodpecker,0.0959,Weißrückenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_7_SF\20210428_040400.WAV,07_SF 2021-04-28 04:04:00,13,31
87,07_SF,2021-04-28T04:04:00Z,Kleinspecht,79,150,12000,blawoo1,Black Woodpecker,0.0533,Schwarzspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_7_SF\20210428_040400.WAV,07_SF 2021-04-28 04:04:00,13,31
87,07_SF,2021-04-28T04:04:00Z,Kleinspecht,79,150,12000,eurnut1,Eurasian Nutcracker,0.0418,Tannenhäher,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_7_SF\20210428_040400.WAV,07_SF 2021-04-28 04:04:00,13,31
87,07_SF,2021-04-28T04:04:00Z,Kleinspecht,79,150,12000,miswoo1,Middle Spotted Woodpecker,0.0334,Mittelspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_7_SF\20210428_040400.WAV,07_SF 2021-04-28 04:04:00,13,31
87,07_SF,2021-04-28T04:04:00Z,Kleinspecht,79,150,12000,eugwoo2,Eurasian Green Woodpecker,0.0243,Grünspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_7_SF\20210428_040400.WAV,07_SF 2021-04-28 04:04:00,13,31
81,04_FF,2021-04-29T06:03:00Z,Kleinspecht,73,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8737,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_4_FF\20210429_060300.WAV,04_FF 2021-04-29 06:03:00,13,32
81,04_FF,2021-04-29T06:03:00Z,Kleinspecht,73,150,12000,grswoo,Great Spotted Woodpecker,0.0797,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_4_FF\20210429_060300.WAV,04_FF 2021-04-29 06:03:00,13,32
81,04_FF,2021-04-29T06:03:00Z,Kleinspecht,73,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.0228,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_4_FF\20210429_060300.WAV,04_FF 2021-04-29 06:03:00,13,32
222,04_FF,2021-04-30T06:54:00Z,Kleinspecht,214,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8608,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_4_FF\20210430_065400.WAV,04_FF 2021-04-30 06:54:00,13,33
222,04_FF,2021-04-30T06:54:00Z,Kleinspecht,214,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.131,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_4_FF\20210430_065400.WAV,04_FF 2021-04-30 06:54:00,13,33
255,10_FF,2021-06-14T06:03:00Z,Kleinspecht,247,150,12000,leswoo1,Lesser Spotted Woodpecker,0.833,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_10_FF\20210614_060300.WAV,10_FF 2021-06-14 06:03:00,13,34
255,10_FF,2021-06-14T06:03:00Z,Kleinspecht,247,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.058,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_10_FF\20210614_060300.WAV,10_FF 2021-06-14 06:03:00,13,34
255,10_FF,2021-06-14T06:03:00Z,Kleinspecht,247,150,12000,skylar,Eurasian Skylark,0.0571,Feldlerche,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_10_FF\20210614_060300.WAV,10_FF 2021-06-14 06:03:00,13,34
255,10_FF,2021-06-14T06:03:00Z,Kleinspecht,247,150,12000,gyfwoo1,Gray-headed Woodpecker,0.051,Grauspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_10_FF\20210614_060300.WAV,10_FF 2021-06-14 06:03:00,13,34
255,10_FF,2021-06-14T06:03:00Z,Kleinspecht,247,150,12000,whbwoo1,White-backed Woodpecker,0.0403,Weißrückenspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_10_FF\20210614_060300.WAV,10_FF 2021-06-14 06:03:00,13,34
255,10_FF,2021-06-14T06:03:00Z,Kleinspecht,247,150,12000,blawoo1,Black Woodpecker,0.026,Schwarzspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_10_FF\20210614_060300.WAV,10_FF 2021-06-14 06:03:00,13,34
114,10_FF,2021-06-14T06:20:00Z,Kleinspecht,106,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8424,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_10_FF\20210614_062000.WAV,10_FF 2021-06-14 06:20:00,13,35
114,10_FF,2021-06-14T06:20:00Z,Kleinspecht,106,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.0581,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_10_FF\20210614_062000.WAV,10_FF 2021-06-14 06:20:00,13,35
114,10_FF,2021-06-14T06:20:00Z,Kleinspecht,106,150,12000,gyfwoo1,Gray-headed Woodpecker,0.0272,Grauspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_10_FF\20210614_062000.WAV,10_FF 2021-06-14 06:20:00,13,35
114,10_FF,2021-06-14T06:20:00Z,Kleinspecht,106,150,12000,whbwoo1,White-backed Woodpecker,0.0253,Weißrückenspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_10_FF\20210614_062000.WAV,10_FF 2021-06-14 06:20:00,13,35
117,10_FF,2021-06-14T06:20:00Z,Kleinspecht,109,150,12000,leswoo1,Lesser Spotted Woodpecker,0.838,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_10_FF\20210614_062000.WAV,10_FF 2021-06-14 06:20:00,13,36
117,10_FF,2021-06-14T06:20:00Z,Kleinspecht,109,150,12000,gyfwoo1,Gray-headed Woodpecker,0.15310000000000001,Grauspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_10_FF\20210614_062000.WAV,10_FF 2021-06-14 06:20:00,13,36
117,10_FF,2021-06-14T06:20:00Z,Kleinspecht,109,150,12000,whbwoo1,White-backed Woodpecker,0.0802,Weißrückenspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_10_FF\20210614_062000.WAV,10_FF 2021-06-14 06:20:00,13,36
117,10_FF,2021-06-14T06:20:00Z,Kleinspecht,109,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.0525,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_10_FF\20210614_062000.WAV,10_FF 2021-06-14 06:20:00,13,36
117,10_FF,2021-06-14T06:20:00Z,Kleinspecht,109,150,12000,blawoo1,Black Woodpecker,0.0275,Schwarzspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_10_FF\20210614_062000.WAV,10_FF 2021-06-14 06:20:00,13,36
117,10_FF,2021-06-14T06:20:00Z,Kleinspecht,109,150,12000,eugwoo2,Eurasian Green Woodpecker,0.0206,Grünspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_10_FF\20210614_062000.WAV,10_FF 2021-06-14 06:20:00,13,36
129,07_PS,2021-06-19T07:11:00Z,Kleinspecht,121,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8723,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_7_PS\20210619_071100.WAV,07_PS 2021-06-19 07:11:00,13,37
129,07_PS,2021-06-19T07:11:00Z,Kleinspecht,121,150,12000,grswoo,Great Spotted Woodpecker,0.2153,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_7_PS\20210619_071100.WAV,07_PS 2021-06-19 07:11:00,13,37
129,07_PS,2021-06-19T07:11:00Z,Kleinspecht,121,150,12000,gyfwoo1,Gray-headed Woodpecker,0.0524,Grauspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_7_PS\20210619_071100.WAV,07_PS 2021-06-19 07:11:00,13,37
129,07_PS,2021-06-19T07:11:00Z,Kleinspecht,121,150,12000,whbwoo1,White-backed Woodpecker,0.0478,Weißrückenspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_7_PS\20210619_071100.WAV,07_PS 2021-06-19 07:11:00,13,37
129,07_PS,2021-06-19T07:11:00Z,Kleinspecht,121,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.0333,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_7_PS\20210619_071100.WAV,07_PS 2021-06-19 07:11:00,13,37
129,07_PS,2021-06-19T07:11:00Z,Kleinspecht,121,150,12000,eurrob1,European Robin,0.0246,Rotkehlchen,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_7_PS\20210619_071100.WAV,07_PS 2021-06-19 07:11:00,13,37
195,03_ASF,2022-04-20T08:54:00Z,Kleinspecht,187,150,12000,leswoo1,Lesser Spotted Woodpecker,0.9097,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\03ASF\20220420_085400.WAV,03_ASF 2022-04-20 08:54:00,13,38
195,03_ASF,2022-04-20T08:54:00Z,Kleinspecht,187,150,12000,eurrob1,European Robin,0.1864,Rotkehlchen,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\03ASF\20220420_085400.WAV,03_ASF 2022-04-20 08:54:00,13,38
195,03_ASF,2022-04-20T08:54:00Z,Kleinspecht,187,150,12000,grswoo,Great Spotted Woodpecker,0.0785,Buntspecht,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\03ASF\20220420_085400.WAV,03_ASF 2022-04-20 08:54:00,13,38
195,03_ASF,2022-04-20T08:54:00Z,Kleinspecht,187,150,12000,gretit1,Great Tit,0.0554,Kohlmeise,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\03ASF\20220420_085400.WAV,03_ASF 2022-04-20 08:54:00,13,38
195,03_ASF,2022-04-20T08:54:00Z,Kleinspecht,187,150,12000,miswoo1,Middle Spotted Woodpecker,0.0345,Mittelspecht,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\03ASF\20220420_085400.WAV,03_ASF 2022-04-20 08:54:00,13,38
195,03_ASF,2022-04-20T08:54:00Z,Kleinspecht,187,150,12000,winwre4,Eurasian Wren,0.0339,Zaunkönig,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\03ASF\20220420_085400.WAV,03_ASF 2022-04-20 08:54:00,13,38
195,03_ASF,2022-04-20T08:54:00Z,Kleinspecht,187,150,12000,martit2,Marsh Tit,0.0263,Sumpfmeise,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\03ASF\20220420_085400.WAV,03_ASF 2022-04-20 08:54:00,13,38
195,03_ASF,2022-04-20T08:54:00Z,Kleinspecht,187,150,12000,gyfwoo1,Gray-headed Woodpecker,0.0231,Grauspecht,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\03ASF\20220420_085400.WAV,03_ASF 2022-04-20 08:54:00,13,38
210,11_ASF,2022-04-29T07:11:00Z,Kleinspecht,202,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8456,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\11ASF\20220429_071100.WAV,11_ASF 2022-04-29 07:11:00,13,39
210,11_ASF,2022-04-29T07:11:00Z,Kleinspecht,202,150,12000,gyfwoo1,Gray-headed Woodpecker,0.0712,Grauspecht,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\11ASF\20220429_071100.WAV,11_ASF 2022-04-29 07:11:00,13,39
210,11_ASF,2022-04-29T07:11:00Z,Kleinspecht,202,150,12000,stonec4,European Stonechat,0.0315,Schwarzkehlchen,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\11ASF\20220429_071100.WAV,11_ASF 2022-04-29 07:11:00,13,39
210,11_ASF,2022-04-29T07:11:00Z,Kleinspecht,202,150,12000,blawoo1,Black Woodpecker,0.0293,Schwarzspecht,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\11ASF\20220429_071100.WAV,11_ASF 2022-04-29 07:11:00,13,39
210,11_ASF,2022-04-29T07:11:00Z,Kleinspecht,202,150,12000,eurnut1,Eurasian Nutcracker,0.0232,Tannenhäher,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\11ASF\20220429_071100.WAV,11_ASF 2022-04-29 07:11:00,13,39
210,11_ASF,2022-04-29T07:11:00Z,Kleinspecht,202,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.0203,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\11ASF\20220429_071100.WAV,11_ASF 2022-04-29 07:11:00,13,39
210,11_ASF,2022-04-29T07:11:00Z,Kleinspecht,202,150,12000,grswoo,Great Spotted Woodpecker,0.0202,Buntspecht,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\11ASF\20220429_071100.WAV,11_ASF 2022-04-29 07:11:00,13,39
54,09_ASF,2022-05-14T17:04:00Z,Kleinspecht,46,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8354,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\09ASF\20220514_170400.WAV,09_ASF 2022-05-14 17:04:00,13,40
54,09_ASF,2022-05-14T17:04:00Z,Kleinspecht,46,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.0789,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\09ASF\20220514_170400.WAV,09_ASF 2022-05-14 17:04:00,13,40
54,09_ASF,2022-05-14T17:04:00Z,Kleinspecht,46,150,12000,gyfwoo1,Gray-headed Woodpecker,0.0502,Grauspecht,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\09ASF\20220514_170400.WAV,09_ASF 2022-05-14 17:04:00,13,40
54,09_ASF,2022-05-14T17:04:00Z,Kleinspecht,46,150,12000,grswoo,Great Spotted Woodpecker,0.0452,Buntspecht,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\09ASF\20220514_170400.WAV,09_ASF 2022-05-14 17:04:00,13,40
54,09_ASF,2022-05-14T17:04:00Z,Kleinspecht,46,150,12000,whbwoo1,White-backed Woodpecker,0.027,Weißrückenspecht,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\09ASF\20220514_170400.WAV,09_ASF 2022-05-14 17:04:00,13,40
87,04_NW,2021-04-02T08:02:00Z,Kohlmeise,79,150,12000,gretit1,Great Tit,0.3112,Kohlmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_NW\20210402_080200.WAV,04_NW 2021-04-02 08:02:00,13,41
87,04_NW,2021-04-02T08:02:00Z,Kohlmeise,79,150,12000,coatit2,Coal Tit,0.1524,Tannenmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_NW\20210402_080200.WAV,04_NW 2021-04-02 08:02:00,13,41
87,04_NW,2021-04-02T08:02:00Z,Kohlmeise,79,150,12000,comcha,Common Chaffinch,0.1458,Buchfink,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_NW\20210402_080200.WAV,04_NW 2021-04-02 08:02:00,13,41
87,04_NW,2021-04-02T08:02:00Z,Kohlmeise,79,150,12000,trepip,Tree Pipit,0.0681,Baumpieper,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_NW\20210402_080200.WAV,04_NW 2021-04-02 08:02:00,13,41
87,04_NW,2021-04-02T08:02:00Z,Kohlmeise,79,150,12000,wlwwar,Willow Warbler,0.0271,Fitis,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_NW\20210402_080200.WAV,04_NW 2021-04-02 08:02:00,13,41
210,01_FF,2021-04-03T17:21:00Z,Kohlmeise,202,150,12000,gretit1,Great Tit,0.2297,Kohlmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_1_FF\20210403_172100.WAV,01_FF 2021-04-03 17:21:00,13,42
210,01_FF,2021-04-03T17:21:00Z,Kohlmeise,202,150,12000,comcha,Common Chaffinch,0.06,Buchfink,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_1_FF\20210403_172100.WAV,01_FF 2021-04-03 17:21:00,13,42
135,09_NW,2021-04-09T17:38:00Z,Kohlmeise,127,150,12000,eurrob1,European Robin,0.4668,Rotkehlchen,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_9_NW\20210409_173800.WAV,09_NW 2021-04-09 17:38:00,13,43
135,09_NW,2021-04-09T17:38:00Z,Kohlmeise,127,150,12000,gretit1,Great Tit,0.3556,Kohlmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_9_NW\20210409_173800.WAV,09_NW 2021-04-09 17:38:00,13,43
135,09_NW,2021-04-09T17:38:00Z,Kohlmeise,127,150,12000,comcha,Common Chaffinch,0.065,Buchfink,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_9_NW\20210409_173800.WAV,09_NW 2021-04-09 17:38:00,13,43
135,09_NW,2021-04-09T17:38:00Z,Kohlmeise,127,150,12000,firecr1,Common Firecrest,0.0496,Sommergoldhähnchen,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_9_NW\20210409_173800.WAV,09_NW 2021-04-09 17:38:00,13,43
135,09_NW,2021-04-09T17:38:00Z,Kohlmeise,127,150,12000,coatit2,Coal Tit,0.0201,Tannenmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_9_NW\20210409_173800.WAV,09_NW 2021-04-09 17:38:00,13,43
297,03_SF,2021-04-11T17:21:00Z,Kohlmeise,289,150,12000,gretit1,Great Tit,0.2482,Kohlmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_3_SF\20210411_172100.WAV,03_SF 2021-04-11 17:21:00,13,44
297,03_SF,2021-04-11T17:21:00Z,Kohlmeise,289,150,12000,coatit2,Coal Tit,0.1085,Tannenmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_3_SF\20210411_172100.WAV,03_SF 2021-04-11 17:21:00,13,44
297,03_SF,2021-04-11T17:21:00Z,Kohlmeise,289,150,12000,sonthr1,Song Thrush,0.0742,Singdrossel,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_3_SF\20210411_172100.WAV,03_SF 2021-04-11 17:21:00,13,44
297,03_SF,2021-04-11T17:21:00Z,Kohlmeise,289,150,12000,eurtre1,Eurasian Treecreeper,0.0382,Waldbaumläufer,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_3_SF\20210411_172100.WAV,03_SF 2021-04-11 17:21:00,13,44
297,03_SF,2021-04-11T17:21:00Z,Kohlmeise,289,150,12000,norgos,Northern Goshawk,0.0228,Habicht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_3_SF\20210411_172100.WAV,03_SF 2021-04-11 17:21:00,13,44
297,03_SF,2021-04-11T17:21:00Z,Kohlmeise,289,150,12000,blutit,Eurasian Blue Tit,0.0226,Blaumeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_3_SF\20210411_172100.WAV,03_SF 2021-04-11 17:21:00,13,44
186,15_SF,2021-04-15T07:11:00Z,Kohlmeise,178,150,12000,blutit,Eurasian Blue Tit,0.271,Blaumeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_15_SF\20210415_071100.WAV,15_SF 2021-04-15 07:11:00,13,45
186,15_SF,2021-04-15T07:11:00Z,Kohlmeise,178,150,12000,gretit1,Great Tit,0.2186,Kohlmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_15_SF\20210415_071100.WAV,15_SF 2021-04-15 07:11:00,13,45
186,15_SF,2021-04-15T07:11:00Z,Kohlmeise,178,150,12000,cretit2,Crested Tit,0.117,Haubenmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_15_SF\20210415_071100.WAV,15_SF 2021-04-15 07:11:00,13,45
186,15_SF,2021-04-15T07:11:00Z,Kohlmeise,178,150,12000,martit2,Marsh Tit,0.0274,Sumpfmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_15_SF\20210415_071100.WAV,15_SF 2021-04-15 07:11:00,13,45
261,07_SF,2021-04-17T06:03:00Z,Kohlmeise,253,150,12000,comcha,Common Chaffinch,0.9571,Buchfink,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_7_SF\20210417_060300.WAV,07_SF 2021-04-17 06:03:00,13,46
261,07_SF,2021-04-17T06:03:00Z,Kohlmeise,253,150,12000,gretit1,Great Tit,0.2889,Kohlmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_7_SF\20210417_060300.WAV,07_SF 2021-04-17 06:03:00,13,46
261,07_SF,2021-04-17T06:03:00Z,Kohlmeise,253,150,12000,trepip,Tree Pipit,0.0775,Baumpieper,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_7_SF\20210417_060300.WAV,07_SF 2021-04-17 06:03:00,13,46
261,07_SF,2021-04-17T06:03:00Z,Kohlmeise,253,150,12000,eurrob1,European Robin,0.0225,Rotkehlchen,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_7_SF\20210417_060300.WAV,07_SF 2021-04-17 06:03:00,13,46
21,04_FF,2021-04-17T09:10:00Z,Kohlmeise,13,150,12000,gretit1,Great Tit,0.2408,Kohlmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_FF\20210417_091000.WAV,04_FF 2021-04-17 09:10:00,13,47
21,04_FF,2021-04-17T09:10:00Z,Kohlmeise,13,150,12000,blutit,Eurasian Blue Tit,0.1211,Blaumeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_FF\20210417_091000.WAV,04_FF 2021-04-17 09:10:00,13,47
21,04_FF,2021-04-17T09:10:00Z,Kohlmeise,13,150,12000,eurtre1,Eurasian Treecreeper,0.0822,Waldbaumläufer,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_FF\20210417_091000.WAV,04_FF 2021-04-17 09:10:00,13,47
21,04_FF,2021-04-17T09:10:00Z,Kohlmeise,13,150,12000,goldcr1,Goldcrest,0.0233,Wintergoldhähnchen,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_FF\20210417_091000.WAV,04_FF 2021-04-17 09:10:00,13,47
21,04_FF,2021-04-17T09:10:00Z,Kohlmeise,13,150,12000,eurnut2,Eurasian Nuthatch,0.0205,Kleiber,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_FF\20210417_091000.WAV,04_FF 2021-04-17 09:10:00,13,47
