end_time_s,fk_plots_id,time_stamp,art_to_check,begin_time_s,low_freq_hz,high_freq_hz,species_code,common_name,confidence,art_deutsch,path,plot_info,total_time,id_seq
105,09_ASF,2022-04-12T06:55:00Z,Rotdrossel,97,150,12000,redwin,Redwing,0.9604,Rotdrossel,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\09ASF\20220412_065500.WAV,09_ASF 2022-04-12 06:55:00,13,220
105,09_ASF,2022-04-12T06:55:00Z,Rotdrossel,97,150,12000,sonthr1,Song Thrush,0.0605,Singdrossel,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\09ASF\20220412_065500.WAV,09_ASF 2022-04-12 06:55:00,13,220
105,09_ASF,2022-04-12T06:55:00Z,Rotdrossel,97,150,12000,rinouz1,Ring Ouzel,0.0254,Ringdrossel,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\09ASF\20220412_065500.WAV,09_ASF 2022-04-12 06:55:00,13,220
105,09_ASF,2022-04-12T06:55:00Z,Rotdrossel,97,150,12000,eurwoo,Eurasian Woodcock,0.0202,Waldschnepfe,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\09ASF\20220412_065500.WAV,09_ASF 2022-04-12 06:55:00,13,220
93,22_ASF,2022-05-19T08:19:00Z,Rotdrossel,85,150,12000,redwin,Redwing,0.833,Rotdrossel,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\22ASF\20220519_081900.WAV,22_ASF 2022-05-19 08:19:00,13,221
93,22_ASF,2022-05-19T08:19:00Z,Rotdrossel,85,150,12000,colfly1,Collared Flycatcher,0.162,Halsbandschnäpper,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\22ASF\20220519_081900.WAV,22_ASF 2022-05-19 08:19:00,13,221
93,22_ASF,2022-05-19T08:19:00Z,Rotdrossel,85,150,12000,eurrob1,European Robin,0.1234,Rotkehlchen,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\22ASF\20220519_081900.WAV,22_ASF 2022-05-19 08:19:00,13,221
93,22_ASF,2022-05-19T08:19:00Z,Rotdrossel,85,150,12000,sonthr1,Song Thrush,0.0219,Singdrossel,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\22ASF\20220519_081900.WAV,22_ASF 2022-05-19 08:19:00,13,221
408,16_ASF,2022-05-20T17:55:00Z,Rotdrossel,400,150,12000,redwin,Redwing,0.8769,Rotdrossel,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\16ASF\20220520_175500.WAV,16_ASF 2022-05-20 17:55:00,13,222
282,04_ASF,2022-06-08T05:29:00Z,Rotdrossel,274,150,12000,redwin,Redwing,0.8118,Rotdrossel,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\04ASF\20220608_052900.WAV,04_ASF 2022-06-08 05:29:00,13,223
282,04_ASF,2022-06-08T05:29:00Z,Rotdrossel,274,150,12000,stodov1,Stock Dove,0.0574,Hohltaube,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\04ASF\20220608_052900.WAV,04_ASF 2022-06-08 05:29:00,13,223
282,04_ASF,2022-06-08T05:29:00Z,Rotdrossel,274,150,12000,cowpig1,Common Wood-Pigeon,0.0367,Ringeltaube,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\04ASF\20220608_052900.WAV,04_ASF 2022-06-08 05:29:00,13,223
393,19_ASF,2022-06-17T17:55:00Z,Rotdrossel,385,150,12000,redwin,Redwing,0.8992,Rotdrossel,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\19ASF\20220617_175500.WAV,19_ASF 2022-06-17 17:55:00,13,224
393,19_ASF,2022-06-17T17:55:00Z,Rotdrossel,385,150,12000,eurbla,Eurasian Blackbird,0.0352,Amsel,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\19ASF\20220617_175500.WAV,19_ASF 2022-06-17 17:55:00,13,224
393,19_ASF,2022-06-17T17:55:00Z,Rotdrossel,385,150,12000,eurtre1,Eurasian Treecreeper,0.0338,Waldbaumläufer,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\19ASF\20220617_175500.WAV,19_ASF 2022-06-17 17:55:00,13,224
84,18_ASF,2022-06-24T08:53:00Z,Rotdrossel,76,150,12000,redwin,Redwing,0.8167,Rotdrossel,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\18ASF\20220624_085300.WAV,18_ASF 2022-06-24 08:53:00,13,225
84,18_ASF,2022-06-24T08:53:00Z,Rotdrossel,76,150,12000,sonthr1,Song Thrush,0.0439,Singdrossel,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\18ASF\20220624_085300.WAV,18_ASF 2022-06-24 08:53:00,13,225
243,11_ASF,2022-06-30T19:20:00Z,Rotdrossel,235,150,12000,redwin,Redwing,0.8427,Rotdrossel,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\11ASF\20220630_192000.WAV,11_ASF 2022-06-30 19:20:00,13,226
90,20_ASF,2022-07-07T06:20:00Z,Rotdrossel,82,150,12000,redwin,Redwing,0.9521,Rotdrossel,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\20ASF\20220707_062000.WAV,20_ASF 2022-07-07 06:20:00,13,227
90,20_ASF,2022-07-07T06:20:00Z,Rotdrossel,82,150,12000,eurtre1,Eurasian Treecreeper,0.0404,Waldbaumläufer,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\20ASF\20220707_062000.WAV,20_ASF 2022-07-07 06:20:00,13,227
90,20_ASF,2022-07-07T06:20:00Z,Rotdrossel,82,150,12000,fieldf,Fieldfare,0.0246,Wacholderdrossel,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\20ASF\20220707_062000.WAV,20_ASF 2022-07-07 06:20:00,13,227
144,03_ASF,2022-07-09T05:12:00Z,Rotdrossel,136,150,12000,redwin,Redwing,0.8308,Rotdrossel,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\03ASF\20220709_051200.WAV,03_ASF 2022-07-09 05:12:00,13,228
144,03_ASF,2022-07-09T05:12:00Z,Rotdrossel,136,150,12000,eurtre1,Eurasian Treecreeper,0.0337,Waldbaumläufer,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\03ASF\20220709_051200.WAV,03_ASF 2022-07-09 05:12:00,13,228
144,03_ASF,2022-07-09T05:12:00Z,Rotdrossel,136,150,12000,shttre1,Short-toed Treecreeper,0.0299,Gartenbaumläufer,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\03ASF\20220709_051200.WAV,03_ASF 2022-07-09 05:12:00,13,228
63,12_ASF,2022-07-12T04:21:00Z,Rotdrossel,55,150,12000,redwin,Redwing,0.887,Rotdrossel,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\12ASF\20220712_042100.WAV,12_ASF 2022-07-12 04:21:00,13,229
63,12_ASF,2022-07-12T04:21:00Z,Rotdrossel,55,150,12000,eurtre1,Eurasian Treecreeper,0.0453,Waldbaumläufer,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\12ASF\20220712_042100.WAV,12_ASF 2022-07-12 04:21:00,13,229
48,21_ASF,2022-07-14T08:02:00Z,Rotdrossel,40,150,12000,redwin,Redwing,0.8524,Rotdrossel,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\21ASF\20220714_080200.WAV,21_ASF 2022-07-14 08:02:00,13,230
147,06_ASF,2022-07-21T19:37:00Z,Rotdrossel,139,150,12000,redwin,Redwing,0.9334,Rotdrossel,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\06ASF\20220721_193700.WAV,06_ASF 2022-07-21 19:37:00,13,231
147,06_ASF,2022-07-21T19:37:00Z,Rotdrossel,139,150,12000,sonthr1,Song Thrush,0.0237,Singdrossel,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\06ASF\20220721_193700.WAV,06_ASF 2022-07-21 19:37:00,13,231
60,14_PS,2021-04-02T05:12:00Z,Rotmilan,52,150,12000,redkit1,Red Kite,0.9613,Rotmilan,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_051200.WAV,14_PS 2021-04-02 05:12:00,13,232
60,14_PS,2021-04-02T05:12:00Z,Rotmilan,52,150,12000,blakit1,Black Kite,0.5052,Schwarzmilan,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_051200.WAV,14_PS 2021-04-02 05:12:00,13,232
60,14_PS,2021-04-02T05:12:00Z,Rotmilan,52,150,12000,combuz1,Common Buzzard,0.1805,Mäusebussard,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_051200.WAV,14_PS 2021-04-02 05:12:00,13,232
60,14_PS,2021-04-02T05:12:00Z,Rotmilan,52,150,12000,misthr1,Mistle Thrush,0.1269,Misteldrossel,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_051200.WAV,14_PS 2021-04-02 05:12:00,13,232
60,14_PS,2021-04-02T05:12:00Z,Rotmilan,52,150,12000,norgos,Northern Goshawk,0.083,Habicht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_051200.WAV,14_PS 2021-04-02 05:12:00,13,232
60,14_PS,2021-04-02T05:12:00Z,Rotmilan,52,150,12000,eurwoo,Eurasian Woodcock,0.0761,Waldschnepfe,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_051200.WAV,14_PS 2021-04-02 05:12:00,13,232
60,14_PS,2021-04-02T05:12:00Z,Rotmilan,52,150,12000,euhbuz1,European Honey-buzzard,0.069,Wespenbussard,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_051200.WAV,14_PS 2021-04-02 05:12:00,13,232
60,14_PS,2021-04-02T05:12:00Z,Rotmilan,52,150,12000,eurrob1,European Robin,0.0322,Rotkehlchen,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_051200.WAV,14_PS 2021-04-02 05:12:00,13,232
60,14_PS,2021-04-02T05:12:00Z,Rotmilan,52,150,12000,sonthr1,Song Thrush,0.0248,Singdrossel,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_051200.WAV,14_PS 2021-04-02 05:12:00,13,232
60,14_PS,2021-04-02T05:12:00Z,Rotmilan,52,150,12000,blawoo1,Black Woodpecker,0.0245,Schwarzspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_051200.WAV,14_PS 2021-04-02 05:12:00,13,232
300,11_FF,2021-04-02T08:36:00Z,Rotmilan,292,150,12000,redkit1,Red Kite,0.9724,Rotmilan,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210402_083600.WAV,11_FF 2021-04-02 08:36:00,13,233
300,11_FF,2021-04-02T08:36:00Z,Rotmilan,292,150,12000,misthr1,Mistle Thrush,0.1062,Misteldrossel,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210402_083600.WAV,11_FF 2021-04-02 08:36:00,13,233
300,11_FF,2021-04-02T08:36:00Z,Rotmilan,292,150,12000,blakit1,Black Kite,0.0982,Schwarzmilan,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210402_083600.WAV,11_FF 2021-04-02 08:36:00,13,233
300,11_FF,2021-04-02T08:36:00Z,Rotmilan,292,150,12000,eurtre1,Eurasian Treecreeper,0.0427,Waldbaumläufer,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210402_083600.WAV,11_FF 2021-04-02 08:36:00,13,233
300,11_FF,2021-04-02T08:36:00Z,Rotmilan,292,150,12000,winwre4,Eurasian Wren,0.0387,Zaunkönig,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210402_083600.WAV,11_FF 2021-04-02 08:36:00,13,233
300,11_FF,2021-04-02T08:36:00Z,Rotmilan,292,150,12000,comchi1,Common Chiffchaff,0.0346,Zilpzalp,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210402_083600.WAV,11_FF 2021-04-02 08:36:00,13,233
300,11_FF,2021-04-02T08:36:00Z,Rotmilan,292,150,12000,shttre1,Short-toed Treecreeper,0.026,Gartenbaumläufer,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210402_083600.WAV,11_FF 2021-04-02 08:36:00,13,233
300,11_FF,2021-04-02T08:36:00Z,Rotmilan,292,150,12000,grcgre1,Great Crested Grebe,0.0248,Haubentaucher,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210402_083600.WAV,11_FF 2021-04-02 08:36:00,13,233
300,11_FF,2021-04-02T08:36:00Z,Rotmilan,292,150,12000,norgos,Northern Goshawk,0.0242,Habicht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210402_083600.WAV,11_FF 2021-04-02 08:36:00,13,233
306,13_NW,2021-04-10T06:37:00Z,Rotmilan,298,150,12000,redkit1,Red Kite,0.8806,Rotmilan,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_13_NW\20210410_063700.WAV,13_NW 2021-04-10 06:37:00,13,234
306,13_NW,2021-04-10T06:37:00Z,Rotmilan,298,150,12000,eurrob1,European Robin,0.4176,Rotkehlchen,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_13_NW\20210410_063700.WAV,13_NW 2021-04-10 06:37:00,13,234
306,13_NW,2021-04-10T06:37:00Z,Rotmilan,298,150,12000,blakit1,Black Kite,0.1382,Schwarzmilan,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_13_NW\20210410_063700.WAV,13_NW 2021-04-10 06:37:00,13,234
306,13_NW,2021-04-10T06:37:00Z,Rotmilan,298,150,12000,sonthr1,Song Thrush,0.087,Singdrossel,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_13_NW\20210410_063700.WAV,13_NW 2021-04-10 06:37:00,13,234
249,15_SF,2021-04-10T17:04:00Z,Rotmilan,241,150,12000,redkit1,Red Kite,0.8295,Rotmilan,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_15_SF\20210410_170400.WAV,15_SF 2021-04-10 17:04:00,13,235
249,15_SF,2021-04-10T17:04:00Z,Rotmilan,241,150,12000,blakit1,Black Kite,0.193,Schwarzmilan,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_15_SF\20210410_170400.WAV,15_SF 2021-04-10 17:04:00,13,235
249,15_SF,2021-04-10T17:04:00Z,Rotmilan,241,150,12000,osprey,Osprey,0.0244,Fischadler,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_15_SF\20210410_170400.WAV,15_SF 2021-04-10 17:04:00,13,235
87,11_NW,2021-04-26T16:47:00Z,Rotmilan,79,150,12000,redkit1,Red Kite,0.8623,Rotmilan,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_NW\20210426_164700.WAV,11_NW 2021-04-26 16:47:00,13,236
87,11_NW,2021-04-26T16:47:00Z,Rotmilan,79,150,12000,blakit1,Black Kite,0.4935,Schwarzmilan,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_NW\20210426_164700.WAV,11_NW 2021-04-26 16:47:00,13,236
159,13_SF,2021-05-02T08:36:00Z,Rotmilan,151,150,12000,redkit1,Red Kite,0.9219,Rotmilan,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_13_SF\20210502_083600.WAV,13_SF 2021-05-02 08:36:00,13,237
159,13_SF,2021-05-02T08:36:00Z,Rotmilan,151,150,12000,blakit1,Black Kite,0.0544,Schwarzmilan,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_13_SF\20210502_083600.WAV,13_SF 2021-05-02 08:36:00,13,237
159,13_SF,2021-05-02T08:36:00Z,Rotmilan,151,150,12000,combuz1,Common Buzzard,0.0245,Mäusebussard,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_13_SF\20210502_083600.WAV,13_SF 2021-05-02 08:36:00,13,237
141,12_FF,2021-05-12T09:10:00Z,Rotmilan,133,150,12000,redkit1,Red Kite,0.8516,Rotmilan,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_12_FF\20210512_091000.WAV,12_FF 2021-05-12 09:10:00,13,238
141,12_FF,2021-05-12T09:10:00Z,Rotmilan,133,150,12000,euhbuz1,European Honey-buzzard,0.197,Wespenbussard,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_12_FF\20210512_091000.WAV,12_FF 2021-05-12 09:10:00,13,238
141,12_FF,2021-05-12T09:10:00Z,Rotmilan,133,150,12000,eutkne1,Eurasian Thick-knee,0.0538,Triel,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_12_FF\20210512_091000.WAV,12_FF 2021-05-12 09:10:00,13,238
141,12_FF,2021-05-12T09:10:00Z,Rotmilan,133,150,12000,norgos,Northern Goshawk,0.0488,Habicht,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_12_FF\20210512_091000.WAV,12_FF 2021-05-12 09:10:00,13,238
141,12_FF,2021-05-12T09:10:00Z,Rotmilan,133,150,12000,colfly1,Collared Flycatcher,0.0429,Halsbandschnäpper,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_12_FF\20210512_091000.WAV,12_FF 2021-05-12 09:10:00,13,238
141,12_FF,2021-05-12T09:10:00Z,Rotmilan,133,150,12000,gyfwoo1,Gray-headed Woodpecker,0.0365,Grauspecht,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_12_FF\20210512_091000.WAV,12_FF 2021-05-12 09:10:00,13,238
141,12_FF,2021-05-12T09:10:00Z,Rotmilan,133,150,12000,blakit1,Black Kite,0.031,Schwarzmilan,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_12_FF\20210512_091000.WAV,12_FF 2021-05-12 09:10:00,13,238
141,12_FF,2021-05-12T09:10:00Z,Rotmilan,133,150,12000,misthr1,Mistle Thrush,0.0229,Misteldrossel,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_12_FF\20210512_091000.WAV,12_FF 2021-05-12 09:10:00,13,238
6,14_FF,2021-05-19T08:53:00Z,Rotmilan,0,150,12000,redkit1,Red Kite,0.9289,Rotmilan,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_14_FF\20210519_085300.WAV,14_FF 2021-05-19 08:53:00,13,239
6,14_FF,2021-05-19T08:53:00Z,Rotmilan,0,150,12000,blakit1,Black Kite,0.332,Schwarzmilan,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_14_FF\20210519_085300.WAV,14_FF 2021-05-19 08:53:00,13,239
6,14_FF,2021-05-19T08:53:00Z,Rotmilan,0,150,12000,goldcr1,Goldcrest,0.1692,Wintergoldhähnchen,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_14_FF\20210519_085300.WAV,14_FF 2021-05-19 08:53:00,13,239
6,14_FF,2021-05-19T08:53:00Z,Rotmilan,0,150,12000,misthr1,Mistle Thrush,0.0554,Misteldrossel,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_14_FF\20210519_085300.WAV,14_FF 2021-05-19 08:53:00,13,239
6,14_FF,2021-05-19T08:53:00Z,Rotmilan,0,150,12000,firecr1,Common Firecrest,0.0498,Sommergoldhähnchen,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_14_FF\20210519_085300.WAV,14_FF 2021-05-19 08:53:00,13,239
6,14_FF,2021-05-19T08:53:00Z,Rotmilan,0,150,12000,euhbuz1,European Honey-buzzard,0.0465,Wespenbussard,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_14_FF\20210519_085300.WAV,14_FF 2021-05-19 08:53:00,13,239
6,14_FF,2021-05-19T08:53:00Z,Rotmilan,0,150,12000,combuz1,Common Buzzard,0.0223,Mäusebussard,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_14_FF\20210519_085300.WAV,14_FF 2021-05-19 08:53:00,13,239
198,06_SF,2021-06-04T04:04:00Z,Rotmilan,190,150,12000,redkit1,Red Kite,0.8476,Rotmilan,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_6_SF\20210604_040400.WAV,06_SF 2021-06-04 04:04:00,13,240
198,06_SF,2021-06-04T04:04:00Z,Rotmilan,190,150,12000,comchi1,Common Chiffchaff,0.267,Zilpzalp,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_6_SF\20210604_040400.WAV,06_SF 2021-06-04 04:04:00,13,240
198,06_SF,2021-06-04T04:04:00Z,Rotmilan,190,150,12000,combuz1,Common Buzzard,0.0887,Mäusebussard,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_6_SF\20210604_040400.WAV,06_SF 2021-06-04 04:04:00,13,240
198,06_SF,2021-06-04T04:04:00Z,Rotmilan,190,150,12000,blakit1,Black Kite,0.0481,Schwarzmilan,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_6_SF\20210604_040400.WAV,06_SF 2021-06-04 04:04:00,13,240
198,06_SF,2021-06-04T04:04:00Z,Rotmilan,190,150,12000,blackc1,Eurasian Blackcap,0.0411,Mönchsgrasmücke,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_6_SF\20210604_040400.WAV,06_SF 2021-06-04 04:04:00,13,240
198,06_SF,2021-06-04T04:04:00Z,Rotmilan,190,150,12000,misthr1,Mistle Thrush,0.0408,Misteldrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_6_SF\20210604_040400.WAV,06_SF 2021-06-04 04:04:00,13,240
198,06_SF,2021-06-04T04:04:00Z,Rotmilan,190,150,12000,colfly1,Collared Flycatcher,0.0257,Halsbandschnäpper,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_6_SF\20210604_040400.WAV,06_SF 2021-06-04 04:04:00,13,240
198,06_SF,2021-06-04T04:04:00Z,Rotmilan,190,150,12000,euhbuz1,European Honey-buzzard,0.0246,Wespenbussard,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_6_SF\20210604_040400.WAV,06_SF 2021-06-04 04:04:00,13,240
69,03_SF,2021-06-15T16:47:00Z,Rotmilan,61,150,12000,redkit1,Red Kite,0.9094,Rotmilan,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_3_SF\20210615_164700.WAV,03_SF 2021-06-15 16:47:00,13,241
69,03_SF,2021-06-15T16:47:00Z,Rotmilan,61,150,12000,blakit1,Black Kite,0.703,Schwarzmilan,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_3_SF\20210615_164700.WAV,03_SF 2021-06-15 16:47:00,13,241
69,03_SF,2021-06-15T16:47:00Z,Rotmilan,61,150,12000,osprey,Osprey,0.0203,Fischadler,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_3_SF\20210615_164700.WAV,03_SF 2021-06-15 16:47:00,13,241
13974,12_ASF,2022-04-11T04:19:25Z,Rotmilan,13966,150,12000,redkit1,Red Kite,0.8084,Rotmilan,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\12ASF\20220411_041925.WAV,12_ASF 2022-04-11 04:19:25,13,242
13974,12_ASF,2022-04-11T04:19:25Z,Rotmilan,13966,150,12000,eurrob1,European Robin,0.6622,Rotkehlchen,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\12ASF\20220411_041925.WAV,12_ASF 2022-04-11 04:19:25,13,242
13974,12_ASF,2022-04-11T04:19:25Z,Rotmilan,13966,150,12000,blakit1,Black Kite,0.4328,Schwarzmilan,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\12ASF\20220411_041925.WAV,12_ASF 2022-04-11 04:19:25,13,242
13974,12_ASF,2022-04-11T04:19:25Z,Rotmilan,13966,150,12000,combuz1,Common Buzzard,0.1284,Mäusebussard,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\12ASF\20220411_041925.WAV,12_ASF 2022-04-11 04:19:25,13,242
13974,12_ASF,2022-04-11T04:19:25Z,Rotmilan,13966,150,12000,euhbuz1,European Honey-buzzard,0.127,Wespenbussard,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\12ASF\20220411_041925.WAV,12_ASF 2022-04-11 04:19:25,13,242
13974,12_ASF,2022-04-11T04:19:25Z,Rotmilan,13966,150,12000,firecr1,Common Firecrest,0.0626,Sommergoldhähnchen,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\12ASF\20220411_041925.WAV,12_ASF 2022-04-11 04:19:25,13,242
13974,12_ASF,2022-04-11T04:19:25Z,Rotmilan,13966,150,12000,norgos,Northern Goshawk,0.061,Habicht,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\12ASF\20220411_041925.WAV,12_ASF 2022-04-11 04:19:25,13,242
13974,12_ASF,2022-04-11T04:19:25Z,Rotmilan,13966,150,12000,eurwoo,Eurasian Woodcock,0.0251,Waldschnepfe,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\12ASF\20220411_041925.WAV,12_ASF 2022-04-11 04:19:25,13,242
225,01_ASF,2022-05-30T09:44:00Z,Rotmilan,217,150,12000,redkit1,Red Kite,0.9695,Rotmilan,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\01ASF\20220530_094400.WAV,01_ASF 2022-05-30 09:44:00,13,243
225,01_ASF,2022-05-30T09:44:00Z,Rotmilan,217,150,12000,blakit1,Black Kite,0.5634,Schwarzmilan,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\01ASF\20220530_094400.WAV,01_ASF 2022-05-30 09:44:00,13,243
225,01_ASF,2022-05-30T09:44:00Z,Rotmilan,217,150,12000,winwre4,Eurasian Wren,0.0834,Zaunkönig,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\01ASF\20220530_094400.WAV,01_ASF 2022-05-30 09:44:00,13,243
225,01_ASF,2022-05-30T09:44:00Z,Rotmilan,217,150,12000,euhbuz1,European Honey-buzzard,0.0363,Wespenbussard,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\01ASF\20220530_094400.WAV,01_ASF 2022-05-30 09:44:00,13,243
33,22_ASF,2022-06-13T04:55:00Z,Rotmilan,25,150,12000,redkit1,Red Kite,0.8811,Rotmilan,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\22ASF\20220613_045500.WAV,22_ASF 2022-06-13 04:55:00,13,244
33,22_ASF,2022-06-13T04:55:00Z,Rotmilan,25,150,12000,blakit1,Black Kite,0.8781,Schwarzmilan,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\22ASF\20220613_045500.WAV,22_ASF 2022-06-13 04:55:00,13,244
